,block_id,previous_solution,timeout,solver_time_in_sec,outcome,initial_n_instrs,model_found,shown_optimal,initial_length,saved_length,checker,reason,solution_found,optimized_n_instrs,optimized_length
0,lesseqthan.wasm_function_14_block_0_23,local.get[local_index(10)] i64.mul i64.add local.set[local_index(2)] local.get[local_index(3)] local.get[local_index(2)] i64.const[32] i64.shr_u i64.add local.set[local_index(3)] local.get[local_index(2)] i64.const[4294967295] i64.and i64.const[1] i64.shl local.set[local_index(2)] local.get[local_index(3)] i64.const[1] i64.shl local.get[local_index(2)],10,86.04,optimal,20,True,True,20,3,True,,local.get_0 i64.mul_0 i64.add_0 TEE1 i64.const_2 i64.shr_u_0 GET2 i64.add_1 TEE2 i64.const_0 i64.shl_1 i64.const_1 GET1 i64.and_0 i64.const_0 i64.shl_0 TEE1,17.0,17.0
1,escalarmulw4table.wasm_function_16_block_0_1,"local.get[local_index(0)] i64.load32_u[0,8] local.get[local_index(1)] i64.mul local.get[local_index(3)] i64.const[32] i64.shr_u i64.add local.set[local_index(3)] local.get[local_index(2)] local.get[local_index(3)] i64.store32[0,8] local.get[local_index(0)] i64.load32_u[0,12] local.get[local_index(1)] i64.mul local.get[local_index(3)] i64.const[32] i64.shr_u i64.add",10,82.79,optimal,20,True,True,20,1,True,,local.get_2 GET1 i64.const_0 i64.shr_u_0 local.get_1 local.get_0 i64.load32_u_1 i64.mul_0 i64.add_0 TEE1 i64.store32_11 local.get_1 local.get_0 i64.load32_u_13 i64.mul_1 GET1 i64.const_0 i64.shr_u_1 i64.add_1,19.0,19.0
2,babyadd_tester.wasm_function_13_block_0_39,"local.set[local_index(3)] local.get[local_index(2)] local.get[local_index(4)] i64.store32[2,36] local.get[local_index(3)] i64.const[32] i64.shr_u local.set[local_index(4)] local.get[local_index(3)] i64.const[4294967295] i64.and local.get[local_index(11)] local.get[local_index(20)] i64.mul i64.add local.set[local_index(3)] local.get[local_index(4)] local.get[local_index(3)] i64.const[32] i64.shr_u",10,168.28,optimal,20,True,True,20,3,True,,TEE1 i64.const_0 i64.shr_u_1 local.get_0 GET2 i64.store32_3 TEE2 i64.const_1 GET1 i64.and_0 local.get_2 local.get_1 i64.mul_0 i64.add_0 TEE1 i64.const_0 i64.shr_u_0,17.0,17.0
3,montgomerydouble.wasm_function_14_block_0_1,"i64.and local.get[local_index(0)] i64.load32_u[2,0] local.tee[local_index(6)] local.get[local_index(6)] i64.mul i64.add local.set[local_index(2)] local.get[local_index(3)] local.get[local_index(2)] i64.const[32] i64.shr_u i64.add local.set[local_index(3)] local.get[local_index(1)] local.get[local_index(2)] i64.store32[2,0] local.get[local_index(3)] local.set[local_index(4)] local.get[local_index(4)]",10,420.01,no_model,20,False,False,20,0,True,,,,
4,sum_test.wasm_function_14_block_0_53,i64.const[1] i64.shl local.get[local_index(2)] i64.const[32] i64.shr_u i64.add local.set[local_index(3)] local.get[local_index(2)] i64.const[4294967295] i64.and local.get[local_index(4)] i64.const[4294967295] i64.and i64.add local.set[local_index(2)] local.get[local_index(3)] local.get[local_index(2)] i64.const[32] i64.shr_u i64.add,10,267.87,optimal,20,True,True,20,2,True,,i64.const_2 i64.shl_0 GET1 i64.const_0 i64.shr_u_1 i64.add_1 TEE2 i64.const_1 local.get_0 i64.and_0 GET1 i64.const_1 i64.and_1 i64.add_0 TEE1 i64.const_0 i64.shr_u_0 i64.add_2,18.0,18.0
5,escalarmulw4table_test.wasm_function_14_block_0_3,i64.shr_u i64.add local.set[local_index(3)] local.get[local_index(2)] i64.const[4294967295] i64.and i64.const[1] i64.shl local.set[local_index(2)] local.get[local_index(3)] i64.const[1] i64.shl local.get[local_index(2)] i64.const[32] i64.shr_u i64.add local.set[local_index(3)] local.get[local_index(2)] i64.const[4294967295] i64.and,10,223.63,optimal,20,True,True,20,3,True,,i64.shr_u_1 i64.add_0 i64.const_1 i64.shl_1 i64.const_0 GET1 i64.and_0 i64.const_1 i64.shl_0 TEE1 i64.const_2 i64.shr_u_0 i64.add_1 SET2 GET1 i64.const_0 i64.and_1,17.0,17.0
6,escalarmulw4table.wasm_function_10_block_3,"local.get[local_index(0)] i64.load[3,24] local.get[local_index(1)] i64.load[3,24] i64.gt_u",10,0.37,optimal,5,True,True,5,0,True,,local.get_0 i64.load_1 local.get_1 i64.load_3 i64.gt_u_0,5.0,5.0
7,montgomery2edwards.wasm_function_9_block_12,"local.get[local_index(0)] i64.load[3,8] local.get[local_index(1)] i64.load[3,8] i64.lt_u",10,0.33,optimal,5,True,True,5,0,True,,local.get_0 i64.load_1 local.get_1 i64.load_3 i64.lt_u_0,5.0,5.0
8,escalarmulw4table_test.wasm_function_14_block_0_10,i64.mul i64.add local.set[local_index(2)] local.get[local_index(3)] local.get[local_index(2)] i64.const[32] i64.shr_u i64.add local.set[local_index(3)] local.get[local_index(2)] i64.const[4294967295] i64.and i64.const[1] i64.shl local.set[local_index(2)] local.get[local_index(3)] i64.const[1] i64.shl local.get[local_index(2)] i64.const[32],10,124.46,optimal,20,True,True,20,3,True,,i64.mul_0 i64.add_0 TEE1 i64.const_0 i64.shr_u_0 GET2 i64.add_1 TEE2 i64.const_1 i64.shl_1 i64.const_2 GET1 i64.and_0 i64.const_1 i64.shl_0 TEE1 i64.const_0,17.0,17.0
9,escalarmulw4table_test.wasm_function_13_block_0_51,"local.get[local_index(4)] local.get[local_index(3)] i64.const[32] i64.shr_u i64.add local.set[local_index(4)] local.get[local_index(2)] local.get[local_index(3)] i64.store32[2,56] local.get[local_index(4)] i64.const[32] i64.shr_u local.set[local_index(3)] local.get[local_index(2)] local.get[local_index(4)] i64.store32[2,60]",10,12.63,optimal,16,True,True,16,1,True,,local.get_0 GET1 GET1 i64.const_0 i64.shr_u_0 GET2 i64.add_0 TEE2 i64.const_0 i64.shr_u_1 SET1 i64.store32_8 local.get_0 GET2 i64.store32_15,15.0,15.0
10,lesseqthan.wasm_function_10_block_18,"local.get[local_index(0)] i64.load[3,0] local.get[local_index(1)] i64.load[3,0] i64.ge_u",10,0.35,optimal,5,True,True,5,0,True,,local.get_0 i64.load_1 local.get_1 i64.load_3 i64.ge_u_0,5.0,5.0
11,lessthan.wasm_function_14_block_0_56,i64.const[32] i64.shr_u i64.add local.set[local_index(3)] local.get[local_index(2)] i64.const[4294967295] i64.and local.get[local_index(4)] i64.const[4294967295] i64.and i64.add local.set[local_index(2)] local.get[local_index(3)] local.get[local_index(2)] i64.const[32] i64.shr_u i64.add local.get[local_index(5)] i64.add local.set[local_index(3)],10,267.14,optimal,20,True,True,20,3,True,,i64.const_1 i64.shr_u_1 i64.add_1 local.get_0 i64.const_0 i64.and_0 GET1 i64.const_0 i64.and_1 i64.add_0 TEE1 i64.const_1 i64.shr_u_0 i64.add_2 local.get_1 i64.add_3 SET2,17.0,17.0
12,greatereqthan.wasm_function_13_block_0_23,"i64.add local.set[local_index(4)] local.get[local_index(2)] local.get[local_index(3)] i64.store32[2,24] local.get[local_index(4)] i64.const[32] i64.shr_u local.set[local_index(3)] local.get[local_index(4)] i64.const[4294967295] i64.and local.get[local_index(5)] local.get[local_index(1)] i64.load32_u[2,28] local.tee[local_index(20)] i64.mul i64.add local.set[local_index(4)] local.get[local_index(3)]",10,269.94,optimal,20,True,True,20,2,True,,i64.add_0 local.get_1 GET1 i64.store32_4 TEE2 local.get_0 i64.load32_u_14 TEE3 local.get_2 i64.mul_0 GET2 i64.const_1 i64.and_0 i64.add_1 SET2 i64.const_0 i64.shr_u_0 TEE1,18.0,18.0
13,sum_test.wasm_function_10_block_25,i32.const[0],10,0.11,optimal,1,True,True,1,0,True,,i32.const_0,1.0,1.0
14,lesseqthan.wasm_function_14_block_0_38,i64.mul i64.add local.set[local_index(2)] local.get[local_index(3)] local.get[local_index(2)] i64.const[32] i64.shr_u i64.add local.set[local_index(3)] local.get[local_index(2)] i64.const[4294967295] i64.and i64.const[1] i64.shl local.set[local_index(2)] local.get[local_index(3)] i64.const[1] i64.shl local.get[local_index(2)] i64.const[32],10,65.57,optimal,20,True,True,20,3,True,,i64.mul_0 i64.add_0 TEE1 i64.const_0 i64.shr_u_0 GET2 i64.add_1 TEE2 i64.const_1 i64.shl_1 i64.const_2 GET1 i64.and_0 i64.const_1 i64.shl_0 TEE1 i64.const_0,17.0,17.0
15,babyadd_tester.wasm_function_10_block_12,"local.get[local_index(0)] i64.load[3,8] local.get[local_index(1)] i64.load[3,8] i64.lt_u",10,0.36,optimal,5,True,True,5,0,True,,local.get_0 i64.load_1 local.get_1 i64.load_3 i64.lt_u_0,5.0,5.0
16,montgomery2edwards.wasm_function_14_block_0_41,local.get[local_index(3)] local.get[local_index(2)] i64.const[32] i64.shr_u i64.add local.set[local_index(3)] local.get[local_index(2)] i64.const[4294967295] i64.and local.get[local_index(10)] local.get[local_index(12)] i64.mul i64.add local.set[local_index(2)] local.get[local_index(3)] local.get[local_index(2)] i64.const[32] i64.shr_u i64.add local.set[local_index(3)],10,31.28,optimal,20,True,True,20,3,True,,GET2 GET1 i64.const_1 i64.shr_u_1 i64.add_1 GET1 i64.const_0 i64.and_0 local.get_1 local.get_0 i64.mul_0 i64.add_0 TEE1 i64.const_1 i64.shr_u_0 i64.add_2 SET2,17.0,17.0
17,montgomerydouble.wasm_function_14_block_0_27,i64.shr_u i64.add local.set[local_index(3)] local.get[local_index(2)] i64.const[4294967295] i64.and local.get[local_index(7)] local.get[local_index(12)] i64.mul i64.add local.set[local_index(2)] local.get[local_index(3)] local.get[local_index(2)] i64.const[32] i64.shr_u i64.add local.set[local_index(3)] local.get[local_index(2)] i64.const[4294967295] i64.and,10,168.18,optimal,20,True,True,20,3,True,,i64.shr_u_1 i64.add_1 GET1 i64.const_0 i64.and_0 local.get_0 local.get_1 i64.mul_0 i64.add_0 TEE1 i64.const_1 i64.shr_u_0 i64.add_2 SET2 i64.const_0 GET1 i64.and_1,17.0,17.0
18,babyadd_tester.wasm_function_6_block_3,"local.get[local_index(0)] i64.load[3,0] i64.eqz",10,0.19,optimal,3,True,True,3,0,True,,local.get_0 i64.load_1 i64.eqz_0,3.0,3.0
19,sum_test.wasm_function_14_block_0_1,"i64.and local.get[local_index(0)] i64.load32_u[2,0] local.tee[local_index(6)] local.get[local_index(6)] i64.mul i64.add local.set[local_index(2)] local.get[local_index(3)] local.get[local_index(2)] i64.const[32] i64.shr_u i64.add local.set[local_index(3)] local.get[local_index(1)] local.get[local_index(2)] i64.store32[2,0] local.get[local_index(3)] local.set[local_index(4)] local.get[local_index(4)]",10,396.96,optimal,20,True,True,20,3,True,,i64.and_0 local.get_0 i64.load32_u_2 TEE4 GET4 i64.mul_0 i64.add_0 TEE1 i64.const_0 i64.shr_u_0 GET2 i64.add_1 TEE3 local.get_1 GET1 i64.store32_16 TEE2,17.0,17.0
20,mux1_1.wasm_function_14_block_0_33,local.get[local_index(11)] i64.mul i64.add local.set[local_index(2)] local.get[local_index(3)] local.get[local_index(2)] i64.const[32] i64.shr_u i64.add local.set[local_index(3)] local.get[local_index(2)] i64.const[4294967295] i64.and i64.const[1] i64.shl local.set[local_index(2)] local.get[local_index(3)] i64.const[1] i64.shl local.get[local_index(2)],10,149.8,optimal,20,True,True,20,3,True,,local.get_0 i64.mul_0 i64.add_0 TEE1 i64.const_2 i64.shr_u_0 GET2 i64.add_1 TEE2 i64.const_0 i64.shl_1 GET1 i64.const_1 i64.and_0 i64.const_0 i64.shl_0 TEE1,17.0,17.0
21,mux1_1.wasm_function_13_block_0_31,local.get[local_index(3)] i64.const[4294967295] i64.and local.get[local_index(11)] local.get[local_index(16)] i64.mul i64.add local.set[local_index(3)] local.get[local_index(4)] local.get[local_index(3)] i64.const[32] i64.shr_u i64.add local.set[local_index(4)] local.get[local_index(3)] i64.const[4294967295] i64.and local.get[local_index(13)] local.get[local_index(14)] i64.mul,10,225.88,optimal,20,True,True,20,1,True,,GET1 i64.const_0 i64.and_0 local.get_0 local.get_3 i64.mul_1 i64.add_0 TEE1 i64.const_0 i64.and_1 local.get_2 local.get_1 i64.mul_0 GET1 i64.const_1 i64.shr_u_0 GET2 i64.add_1 SET2,19.0,19.0
22,babyadd_tester.wasm_function_14_block_0_37,local.set[local_index(3)] local.get[local_index(2)] i64.const[4294967295] i64.and local.get[local_index(9)] local.get[local_index(12)] i64.mul i64.add local.set[local_index(2)] local.get[local_index(3)] local.get[local_index(2)] i64.const[32] i64.shr_u i64.add local.set[local_index(3)] local.get[local_index(2)] i64.const[4294967295] i64.and local.get[local_index(10)] local.get[local_index(11)],10,85.71,optimal,20,True,True,20,3,True,,GET1 i64.const_0 i64.and_0 local.get_3 local.get_0 i64.mul_0 i64.add_0 TEE1 i64.const_1 i64.shr_u_0 i64.add_1 SET2 GET1 i64.const_0 i64.and_1 local.get_1 local.get_2,17.0,17.0
23,babyadd_tester.wasm_function_14_block_0_46,local.get[local_index(2)] i64.const[32] i64.shr_u i64.add local.set[local_index(3)] local.get[local_index(2)] i64.const[4294967295] i64.and i64.const[1] i64.shl local.set[local_index(2)] local.get[local_index(3)] i64.const[1] i64.shl local.get[local_index(2)] i64.const[32] i64.shr_u i64.add local.set[local_index(3)] local.get[local_index(2)],10,78.72,optimal,20,True,True,20,3,True,,GET1 i64.const_2 i64.shr_u_1 i64.add_0 i64.const_0 i64.shl_1 i64.const_1 GET1 i64.and_0 i64.const_0 i64.shl_0 TEE1 i64.const_2 i64.shr_u_0 i64.add_1 SET2 GET1,17.0,17.0
24,mux1_1.wasm_function_10_block_18,"local.get[local_index(0)] i64.load[3,0] local.get[local_index(1)] i64.load[3,0] i64.ge_u",10,0.32,optimal,5,True,True,5,0,True,,local.get_0 i64.load_1 local.get_1 i64.load_3 i64.ge_u_0,5.0,5.0
25,greaterthan.wasm_function_18_block_0,local.get[local_index(2)],10,0.11,optimal,1,True,True,1,0,True,,local.get_0,1.0,1.0
26,sum_test.wasm_function_8_block_5,i32.const[0],10,0.11,optimal,1,True,True,1,0,True,,i32.const_0,1.0,1.0
27,escalarmulw4table_test.wasm_function_13_block_0_32,i64.add local.set[local_index(3)] local.get[local_index(4)] local.get[local_index(3)] i64.const[32] i64.shr_u i64.add local.set[local_index(4)] local.get[local_index(3)] i64.const[4294967295] i64.and local.get[local_index(15)] local.get[local_index(12)] i64.mul i64.add local.set[local_index(3)] local.get[local_index(4)] local.get[local_index(3)] i64.const[32] i64.shr_u,10,175.89,optimal,20,True,True,20,3,True,,i64.add_0 TEE1 i64.const_0 i64.shr_u_1 GET2 i64.add_2 TEE2 GET1 i64.const_1 i64.and_0 local.get_1 local.get_0 i64.mul_0 i64.add_1 TEE1 i64.const_0 i64.shr_u_0,17.0,17.0
28,greatereqthan.wasm_function_14_block_0_6,i64.add local.set[local_index(3)] local.get[local_index(2)] i64.const[4294967295] i64.and i64.const[1] i64.shl local.set[local_index(2)] local.get[local_index(3)] i64.const[1] i64.shl local.get[local_index(2)] i64.const[32] i64.shr_u i64.add local.set[local_index(3)] local.get[local_index(2)] i64.const[4294967295] i64.and local.get[local_index(7)],10,256.98,optimal,20,True,True,20,3,True,,i64.add_0 i64.const_1 i64.shl_1 GET1 i64.const_0 i64.and_0 i64.const_1 i64.shl_0 TEE1 i64.const_2 i64.shr_u_0 i64.add_1 SET2 i64.const_0 GET1 i64.and_1 local.get_0,17.0,17.0
29,greaterthan.wasm_function_14_block_0_39,i64.shr_u i64.add local.set[local_index(3)] local.get[local_index(2)] i64.const[4294967295] i64.and local.get[local_index(4)] i64.const[4294967295] i64.and i64.add local.set[local_index(2)] local.get[local_index(3)] local.get[local_index(2)] i64.const[32] i64.shr_u i64.add local.get[local_index(5)] i64.add local.set[local_index(3)] local.get[local_index(1)],10,420.01,no_model,20,False,False,20,0,True,,,,
30,lessthan.wasm_function_14_block_0_53,i64.const[1] i64.shl local.get[local_index(2)] i64.const[32] i64.shr_u i64.add local.set[local_index(3)] local.get[local_index(2)] i64.const[4294967295] i64.and local.get[local_index(4)] i64.const[4294967295] i64.and i64.add local.set[local_index(2)] local.get[local_index(3)] local.get[local_index(2)] i64.const[32] i64.shr_u i64.add,10,192.48,optimal,20,True,True,20,2,True,,i64.const_2 i64.shl_0 GET1 i64.const_0 i64.shr_u_1 i64.add_1 TEE2 i64.const_1 GET1 i64.and_1 i64.const_1 local.get_0 i64.and_0 i64.add_0 TEE1 i64.const_0 i64.shr_u_0 i64.add_2,18.0,18.0
31,lessthan.wasm_function_11_block_0_3,"i64.store32[2,16] local.get[local_index(0)] i64.load32_u[2,20] local.get[local_index(1)] i64.load32_u[2,20] i64.add local.get[local_index(3)] i64.const[32] i64.shr_u i64.add local.set[local_index(3)] local.get[local_index(2)] local.get[local_index(3)] i64.store32[2,20] local.get[local_index(0)] i64.load32_u[2,24] local.get[local_index(1)] i64.load32_u[2,24] i64.add local.get[local_index(3)]",10,97.82,optimal,20,True,True,20,1,True,,i64.store32_0 local.get_2 local.get_1 i64.load32_u_4 local.get_0 i64.load32_u_2 i64.add_0 GET1 i64.const_0 i64.shr_u_0 i64.add_1 TEE1 i64.store32_13 local.get_0 i64.load32_u_15 local.get_1 i64.load32_u_17 i64.add_2 GET1,19.0,19.0
32,babyadd_tester.wasm_function_13_block_0_31,local.get[local_index(3)] i64.const[4294967295] i64.and local.get[local_index(11)] local.get[local_index(16)] i64.mul i64.add local.set[local_index(3)] local.get[local_index(4)] local.get[local_index(3)] i64.const[32] i64.shr_u i64.add local.set[local_index(4)] local.get[local_index(3)] i64.const[4294967295] i64.and local.get[local_index(13)] local.get[local_index(14)] i64.mul,10,89.47,optimal,20,True,True,20,1,True,,i64.const_0 local.get_0 local.get_3 i64.mul_1 i64.const_0 GET1 i64.and_0 i64.add_0 TEE1 i64.and_1 GET2 GET1 i64.const_1 i64.shr_u_0 i64.add_1 SET2 local.get_1 local.get_2 i64.mul_0,19.0,19.0
33,montgomerydouble.wasm_function_18_block_6,local.get[local_index(0)] local.get[local_index(4)] call[function_index(4)] local.get[local_index(1)] i32.const[160] call[function_index(4)] local.get[local_index(5)] call[function_index(5)] i32.const[256] call[function_index(5)] i32.const[31] local.set[local_index(6)] i32.const[31] local.set[local_index(7)],10,19.83,optimal,14,True,True,14,1,True,,local.get_1 local.get_0 local.get_2 call[function_index(4)]_2 i32.const_0 call[function_index(4)]_5 local.get_3 call[function_index(5)]_7 i32.const_2 TEE2 i32.const_1 call[function_index(5)]_9 SET1,13.0,13.0
34,montgomery2edwards.wasm_function_18_block_8,"i32.const[160] local.get[local_index(7)] i32.add i32.load8_u[0,0] local.get[local_index(7)] i32.const[3] i32.eq i32.or",10,0.73,optimal,8,True,True,8,0,True,,i32.const_0 local.get_0 i32.eq_0 i32.const_1 local.get_0 i32.add_0 i32.load8_u_3 i32.or_0,8.0,8.0
35,babyadd_tester.wasm_function_13_block_0_41,local.get[local_index(16)] i64.mul i64.add local.set[local_index(3)] local.get[local_index(4)] local.get[local_index(3)] i64.const[32] i64.shr_u i64.add local.set[local_index(4)] local.get[local_index(3)] i64.const[4294967295] i64.and local.get[local_index(17)] local.get[local_index(14)] i64.mul i64.add local.set[local_index(3)] local.get[local_index(4)] local.get[local_index(3)],10,420.01,no_model,20,False,False,20,0,True,,,,
36,babyadd_tester.wasm_function_6_block_0,"local.get[local_index(0)] i64.load[3,24] i64.eqz",10,0.18,optimal,3,True,True,3,0,True,,local.get_0 i64.load_1 i64.eqz_0,3.0,3.0
37,escalarmulw4table.wasm_function_9_block_7,i32.const[0],10,0.11,optimal,1,True,True,1,0,True,,i32.const_0,1.0,1.0
38,escalarmulw4table_test.wasm_function_5_block_0,"local.get[local_index(0)] i64.const[0] i64.store[3,0] local.get[local_index(0)] i64.const[0] i64.store[3,8] local.get[local_index(0)] i64.const[0] i64.store[3,16] local.get[local_index(0)] i64.const[0] i64.store[3,24]",10,1.09,optimal,12,True,True,12,0,True,,local.get_0 i64.const_0 local.get_0 i64.const_0 local.get_0 i64.const_0 i64.store_2 local.get_0 i64.const_0 i64.store_5 i64.store_8 i64.store_11,12.0,12.0
39,babyadd_tester.wasm_function_13_block_0_19,local.get[local_index(16)] i64.mul i64.add local.set[local_index(3)] local.get[local_index(4)] local.get[local_index(3)] i64.const[32] i64.shr_u i64.add local.set[local_index(4)] local.get[local_index(3)] i64.const[4294967295] i64.and local.get[local_index(9)] local.get[local_index(14)] i64.mul i64.add local.set[local_index(3)] local.get[local_index(4)] local.get[local_index(3)],10,420.01,no_model,20,False,False,20,0,True,,,,
40,lesseqthan.wasm_function_13_block_0_5,"local.get[local_index(6)] i64.mul i64.add local.set[local_index(3)] local.get[local_index(4)] local.get[local_index(3)] i64.const[32] i64.shr_u i64.add local.set[local_index(4)] local.get[local_index(2)] local.get[local_index(3)] i64.store32[2,8] local.get[local_index(4)] i64.const[32] i64.shr_u local.set[local_index(3)] local.get[local_index(4)] i64.const[4294967295] i64.and",10,420.01,no_model,20,False,False,20,0,True,,,,
41,greaterthan.wasm_function_16_block_0_2,"local.set[local_index(3)] local.get[local_index(2)] local.get[local_index(3)] i64.store32[0,12] local.get[local_index(0)] i64.load32_u[0,16] local.get[local_index(1)] i64.mul local.get[local_index(3)] i64.const[32] i64.shr_u i64.add local.set[local_index(3)] local.get[local_index(2)] local.get[local_index(3)] i64.store32[0,16] local.get[local_index(0)] i64.load32_u[0,20] local.get[local_index(1)] i64.mul",10,90.45,optimal,20,True,True,20,1,True,,SET1 local.get_1 local.get_2 local.get_0 local.get_2 GET1 i64.store32_3 i64.load32_u_5 local.get_1 i64.mul_1 GET1 i64.const_0 i64.shr_u_0 i64.add_0 TEE1 i64.store32_15 local.get_0 i64.load32_u_17 i64.mul_0,19.0,19.0
42,mux1_1.wasm_function_9_block_16,i32.const[1],10,0.11,optimal,1,True,True,1,0,True,,i32.const_0,1.0,1.0
43,lessthan.wasm_function_10_block_18,"local.get[local_index(0)] i64.load[3,0] local.get[local_index(1)] i64.load[3,0] i64.ge_u",10,0.33,optimal,5,True,True,5,0,True,,local.get_0 i64.load_1 local.get_1 i64.load_3 i64.ge_u_0,5.0,5.0
44,lessthan.wasm_function_18_block_3,local.get[local_index(3)],10,0.11,optimal,1,True,True,1,0,True,,local.get_0,1.0,1.0
45,montgomery2edwards.wasm_function_13_block_0_24,local.get[local_index(4)] i64.const[32] i64.shr_u i64.add local.set[local_index(3)] local.get[local_index(4)] i64.const[4294967295] i64.and local.get[local_index(7)] local.get[local_index(18)] i64.mul i64.add local.set[local_index(4)] local.get[local_index(3)] local.get[local_index(4)] i64.const[32] i64.shr_u i64.add local.set[local_index(3)] local.get[local_index(4)],10,175.88,optimal,20,True,True,20,3,True,,GET2 i64.const_1 i64.shr_u_1 i64.add_1 GET2 i64.const_0 i64.and_0 local.get_0 local.get_1 i64.mul_0 i64.add_0 TEE2 i64.const_1 i64.shr_u_0 i64.add_2 SET1 GET2,17.0,17.0
46,montgomery2edwards.wasm_function_14_block_0_14,i64.add local.set[local_index(3)] local.get[local_index(2)] i64.const[4294967295] i64.and i64.const[1] i64.shl local.set[local_index(2)] local.get[local_index(3)] i64.const[1] i64.shl local.get[local_index(2)] i64.const[32] i64.shr_u i64.add local.set[local_index(3)] local.get[local_index(2)] i64.const[4294967295] i64.and local.get[local_index(8)],10,117.25,optimal,20,True,True,20,3,True,,i64.add_0 i64.const_1 i64.shl_1 GET1 i64.const_0 i64.and_0 i64.const_1 i64.shl_0 TEE1 i64.const_2 i64.shr_u_0 i64.add_1 SET2 GET1 i64.const_0 i64.and_1 local.get_0,17.0,17.0
47,escalarmulw4table_test.wasm_function_14_block_0_15,local.get[local_index(8)] i64.mul i64.add local.set[local_index(2)] local.get[local_index(3)] local.get[local_index(2)] i64.const[32] i64.shr_u i64.add local.set[local_index(3)] local.get[local_index(2)] i64.const[4294967295] i64.and local.get[local_index(4)] i64.const[4294967295] i64.and i64.add local.set[local_index(2)] local.get[local_index(3)] local.get[local_index(2)],10,255.96,optimal,20,True,True,20,3,True,,local.get_1 i64.mul_0 i64.add_0 TEE1 i64.const_1 i64.shr_u_0 GET2 i64.add_2 TEE2 local.get_0 i64.const_0 i64.and_0 i64.const_0 GET1 i64.and_1 i64.add_1 TEE1,17.0,17.0
48,greaterthan.wasm_function_6_block_5,i32.const[0],10,0.11,optimal,1,True,True,1,0,True,,i32.const_0,1.0,1.0
49,babyadd_tester.wasm_function_11_block_0_0,"local.get[local_index(0)] i64.load32_u[2,0] local.get[local_index(1)] i64.load32_u[2,0] i64.add local.set[local_index(3)] local.get[local_index(2)] local.get[local_index(3)] i64.store32[2,0] local.get[local_index(0)] i64.load32_u[2,4] local.get[local_index(1)] i64.load32_u[2,4] i64.add local.get[local_index(3)] i64.const[32] i64.shr_u i64.add local.set[local_index(3)] local.get[local_index(2)]",10,29.11,optimal,20,True,True,20,1,True,,local.get_2 local.get_1 i64.load32_u_3 local.get_0 i64.load32_u_1 i64.add_0 TEE1 i64.store32_8 local.get_2 GET1 i64.const_0 i64.shr_u_0 local.get_1 i64.load32_u_12 local.get_0 i64.load32_u_10 i64.add_1 i64.add_2 SET1,19.0,19.0
50,montgomerydouble.wasm_function_13_block_0_29,"local.get[local_index(4)] i64.const[32] i64.shr_u i64.add local.set[local_index(3)] local.get[local_index(2)] local.get[local_index(4)] i64.store32[2,28] local.get[local_index(3)] i64.const[32] i64.shr_u local.set[local_index(4)] local.get[local_index(3)] i64.const[4294967295] i64.and local.get[local_index(7)] local.get[local_index(20)] i64.mul i64.add local.set[local_index(3)]",10,359.65,optimal,20,True,True,20,1,True,,GET2 i64.const_1 i64.shr_u_0 i64.add_0 TEE1 GET1 i64.const_0 i64.and_0 local.get_1 local.get_2 local.get_0 GET2 i64.store32_7 i64.mul_0 i64.add_1 SET1 i64.const_1 i64.shr_u_1 SET2,19.0,19.0
51,montgomerydouble.wasm_function_14_block_0_39,i64.shr_u i64.add local.set[local_index(3)] local.get[local_index(2)] i64.const[4294967295] i64.and local.get[local_index(4)] i64.const[4294967295] i64.and i64.add local.set[local_index(2)] local.get[local_index(3)] local.get[local_index(2)] i64.const[32] i64.shr_u i64.add local.get[local_index(5)] i64.add local.set[local_index(3)] local.get[local_index(1)],10,271.92,optimal,20,True,True,20,3,True,,i64.shr_u_1 i64.add_1 GET1 i64.const_0 i64.and_1 local.get_1 i64.const_0 i64.and_0 i64.add_0 TEE1 i64.const_1 i64.shr_u_0 i64.add_2 local.get_2 i64.add_3 SET2 local.get_0,17.0,17.0
52,escalarmulw4table_test.wasm_function_17_block_0,"local.get[local_index(0)] local.set[local_index(3)] local.get[local_index(3)] i64.load32_u[0,0] local.get[local_index(1)] i64.add local.set[local_index(2)] local.get[local_index(3)] local.get[local_index(2)] i64.store32[0,0] local.get[local_index(2)] i64.const[32] i64.shr_u local.set[local_index(2)]",10,9.03,optimal,14,True,True,14,2,True,,local.get_0 i64.load32_u_3 local.get_1 i64.add_0 TEE1 i64.const_0 local.get_0 TEE2 GET1 i64.store32_9 i64.shr_u_0 SET1,12.0,12.0
53,escalarmulw4table_test3.wasm_function_13_block_0_22,"local.get[local_index(4)] local.get[local_index(3)] i64.const[32] i64.shr_u i64.add local.set[local_index(4)] local.get[local_index(3)] i64.const[4294967295] i64.and local.get[local_index(0)] i64.load32_u[2,24] local.tee[local_index(17)] local.get[local_index(6)] i64.mul i64.add local.set[local_index(3)] local.get[local_index(4)] local.get[local_index(3)] i64.const[32] i64.shr_u",10,107.26,optimal,20,True,True,20,2,True,,GET2 GET1 i64.const_0 i64.shr_u_1 i64.add_1 TEE2 local.get_0 i64.load32_u_10 TEE3 local.get_1 i64.mul_0 i64.const_1 GET1 i64.and_0 i64.add_0 TEE1 i64.const_0 i64.shr_u_0,18.0,18.0
